Date,Index,BondIndex,Asset 1,Asset 2,Asset 3,Asset 4,Asset 5
02-01-20,3257.850098,97.91897583007812,121.47723388671875,153.32327270507812,28.68400001525879,55.137977600097656,72.71607208251953
03-01-20,3234.850098,98.20574951171875,119.8741683959961,151.41412353515625,29.534000396728516,54.69469451904297,72.00911712646484
06-01-20,3246.280029296875,98.12754821777344,119.77884674072266,151.8054656982422,30.10266685,55.11465072631836,72.58290863
07-01-20,3237.179931640625,98.02323150634766,117.74252319335938,150.4213867,31.270666122436523,54.66358947753906,72.24154663085938
08-01-20,3253.050048828125,97.91027832,118.66105651855469,152.81732177734375,32.80933380126953,53.83924865722656,73.40364074707031
09-01-20,3274.699951171875,98.01453399658203,119.09429931640625,154.7264862060547,32.089332580566406,54.25141906738281,74.96280670166016
10-01-20,3265.350098,98.17967224121094,117.90716552734375,154.0105438232422,31.876667022705078,53.76924514770508,75.13225555419922
13-01-20,3288.129883,98.11882019042969,118.88633728027344,155.8624267578125,34.990665435791016,54.282535552978516,76.73743438720703
14-01-20,3283.149902,98.20574951171875,120.27276611328125,154.76467895507812,35.861331939697266,53.815914154052734,75.70121765136719
15-01-20,3289.290039,98.35344696044922,118.47040557861328,155.7669677734375,34.56666564941406,53.73036575317383,75.37680817
16-01-20,3316.810059,98.35344696044922,118.92964935302734,158.62112426757812,34.23266602,53.52038574,76.32099151611328
17-01-20,3329.620117,98.24049377441406,119.75286102294922,159.50889587402344,34.03333282470703,53.31818771362305,77.16595458984375
21-01-20,3320.790039,98.51855469,118.57439422607422,158.93612670898438,36.47999954223633,52.55606460571289,76.64301300048828
22-01-20,3321.75,98.57071685791016,118.43573760986328,158.1724853515625,37.97066879272461,52.25275802612305,76.91657257080078
23-01-20,3325.540039,98.70104217529297,118.31439208984375,159.14614868164062,38.14666748046875,51.92613220214844,77.28699493408203
24-01-20,3295.469970703125,98.88356781,115.37692260742188,157.54244995117188,37.654666900634766,51.57617950439453,77.06426239013672
27-01-20,3243.629883,99.18768310546875,114.40641784667969,154.90786743164062,37.201332092285156,50.34743118286133,74.79815673828125
28-01-20,3276.239990234375,99.10077667236328,116.48607635498047,157.94337463378906,37.793331146240234,50.277435302734375,76.91417694091797
29-01-20,3273.399902,99.32676696777344,116.3127441,160.40618896484375,38.73266602,49.857486724853516,78.52413940429688
30-01-20,3283.659912109375,99.33543395996094,117.7511978149414,164.9308624267578,42.72066879272461,50.38631057739258,78.41034698486328
31-01-20,3225.52002,99.63088989257812,114.69241333007812,162.49668884277344,43.371334075927734,48.30988693237305,74.93373107910156
03-02-20,3248.919922,99.59869384765625,115.56757354736328,166.4581756591797,52,47.22890853881836,74.72795867919922
04-02-20,3297.590087890625,99.26773071289062,117.23128509521484,171.93739318847656,59.137332916259766,46.63786315917969,77.19500732421875
05-02-20,3334.689941,99.11970520019531,119.22428131103516,171.7274169921875,48.97999954223633,48.78428268432617,77.82447052001953
06-02-20,3345.780029296875,99.18064117,119.24160766601562,175.2879638671875,49.930667877197266,48.123252868652344,78.73477935791016
07-02-20,3327.709961,99.46805572509766,118.86033630371094,175.53616333007812,49.871334075927734,47.80439758300781,77.66455841064453
10-02-20,3352.090087890625,99.58125305175781,119.3542709350586,180.12762451171875,51.41866683959961,47.299530029296875,78.03342438
11-02-20,3357.75,99.4593277,119.57954406738281,176.0611572265625,51.62533187866211,47.74917984008789,77.56263732910156
12-02-20,3379.449951171875,99.35482788085938,119.57954406738281,176.31890869140625,51.15266799926758,48.332923889160156,79.40458679199219
13-02-20,3373.939941,99.42453002929688,119.47557830810547,175.3643341064453,53.599998474121094,48.06471633911133,78.83913422
14-02-20,3380.159912109375,99.52898406982422,119.11161041259766,176.92979431152344,53.33533477783203,47.84383773803711,78.8585434
18-02-20,3370.290039,99.65962982177734,117.5345687866211,178.72442626953125,57.22666549682617,47.236419677734375,77.41461944580078
19-02-20,3386.149902,99.63347625732422,119.13762664794922,179.26040649414062,61.16133117675781,47.59929656982422,78.53579711914062
20-02-20,3373.22998,99.85990905761719,119.13762664794922,176.52288818359375,59.96066665649414,47.22064208984375,77.73009490966797
21-02-20,3337.75,100.06021118164062,117.68187713623047,170.9425506591797,60.06666564941406,46.644779205322266,75.97068024
24-02-20,3225.889892578125,100.3824462890625,114.51907348632812,163.5722656,55.58599853515625,44.45966339111328,72.36202239990234
25-02-20,3128.209961,100.55659484863281,109.40662384033203,160.87303161621094,53.32733154296875,42.755741119384766,69.91096496582031
26-02-20,3116.389892578125,100.45211029052734,109.73589324951172,162.88311767578125,51.91999816894531,41.81700897216797,71.02000427246094
