Return,Volatility,Asset 01,Asset 02,Asset 03,Asset 04,Asset 05
0.0012618821825786499,0.02028662637100965,0.16583300449653304,0.5137387272905064,0.019642485198346885,0.23065143511097203,0.07013434790364172
0.0017268942178751514,0.02367135261644769,0.13369291639041161,0.2555545760886373,0.20396085854259427,0.388128579439112,0.01866306953924463
0.001982080564921641,0.02734815803865957,0.010326628293994613,0.2718589786177769,0.0017207562070936009,0.5480485170151607,0.16804511986597412
0.0013036806904764965,0.019595971439156923,0.2630016153934723,0.3601704756180283,0.14468423702247205,0.19914132502287246,0.03300234694315501
0.001324656999622874,0.018581607770001604,0.33113680689476255,0.07864626155191703,0.20894852739869602,0.15413386247550187,0.22713454167912273
0.0014847208768885836,0.02059337815255505,0.463864927915177,0.1608762724686179,0.03993128669682672,0.23477356994674076,0.10055394297263763
0.001249810283291144,0.019117406046725068,0.6393615830112438,0.1497909538629642,0.008184677214273772,0.10426519119563556,0.09839759471588266
0.0013816158262950724,0.019253144259415593,0.3467742481251357,0.11906737829567961,0.04806220241630012,0.2014394039720892,0.2846567671907953
0.0015586034398778353,0.02113642817623543,0.15007277085758827,0.19055166780145238,0.14007000859700425,0.3099691823606757,0.20933637038327943
0.0016189106036349145,0.021370531234961132,0.2541419856369381,0.006136934486297984,0.32702390984193913,0.2742458282842494,0.1384513417505754
0.001281306174456066,0.018514361234529524,0.26037493376704984,0.0021281632938299306,0.44728398627858723,0.10789387063174723,0.18231904602878576
0.000778751951099873,0.01764990836907557,0.1216667148893171,0.512937819594583,0.2051631622877883,0.00015838772792135805,0.16007391550039024
0.001867962550562488,0.02462761476650794,0.12047657968111698,0.07079863379603202,0.31969310596145695,0.41579403835380846,0.07323764220758568
0.001572127567373782,0.021601883576223887,0.5296775765039801,0.11851285989827547,0.028128320701253717,0.25915915268809225,0.06452209020839846
0.001295304733796722,0.019623485778423395,0.02913876976421579,0.38455729027537555,0.29419458503366636,0.21821294489769474,0.0738964100290476
0.0012520284472125687,0.01873294564081246,0.31904482463311046,0.02296810809232239,0.459953714089902,0.08651522012841958,0.11151813305624549
0.0014583310472245758,0.02068281682703074,0.15892819122198168,0.30624455891324753,0.17789278003493278,0.2739807847828344,0.08295368504700373
0.0023508313330357915,0.0313915428712499,0.00536754452937282,0.027784569765785333,0.005981143840933138,0.68169016645605,0.27917657540785873
0.0011239287659971097,0.01758441927265051,0.4351545954789863,0.013038621446266704,0.2428572348439786,0.035575130141327536,0.273374418089441
0.0011030367299786135,0.01825317909735091,0.4455453886263071,0.08290643092713021,0.3774856607311836,0.01726375522153204,0.07679876449384684
0.0016941506867100846,0.023128922567676135,0.03981326876393277,0.22192905761417286,0.3265446933023975,0.3696800765451854,0.04203290377431147
0.0007234607171194805,0.01981369176459984,0.06117993939751638,0.7789031562221,0.020115107862487956,0.04119195937259868,0.09860983714529686
0.0011623389242905015,0.01871419773615046,0.0413465672494582,0.4012087822302632,0.3558758319077665,0.151711776912632,0.049857041699879916
0.001371864371469497,0.020242872055731078,0.6154221731223218,0.09284269681291676,0.13269626557658343,0.14031817600835425,0.018720688479823628
0.0010451271967223236,0.01752218864803509,0.04612538927970242,0.2106385237654215,0.2848435192554711,0.08313221303782876,0.3752603546615762
0.0015807042891953405,0.02181116117428649,0.19632688235243528,0.08939661951443398,0.4520532829267325,0.2620607577689416,0.00016245743745677381
0.0013167347649138505,0.01847305265950727,0.31694856921646414,0.06192095176371131,0.22735881227080948,0.14856056897445374,0.24521109777456143
0.002183376438703924,0.028687557589482587,0.08230730222772223,0.020452447619948733,0.04774376627793222,0.5887521068517922,0.2607443770226046
0.0009570464406914052,0.017090099592536868,0.15944026763416008,0.2344739930484867,0.2409391474697431,0.03393247935659243,0.33121411249101773
0.0010327641613680982,0.01720246444578551,0.37427926661010824,0.14336618304257925,0.14288712359541914,0.03329106304591267,0.3061763637059806
0.0018109572816080604,0.023710295912886894,0.32061647967698925,0.03235600173453425,0.17512901475719875,0.3706571502009136,0.10124135363036417
0.0012889547409175252,0.019700633241253783,0.038009401834168705,0.402191148926852,0.17560307645720166,0.23043919898417708,0.15375717379760068
0.0017304872909123113,0.022878450416549515,0.0030495046836138697,0.03675559709699178,0.17460954075421897,0.3865988155646945,0.3989865419004808
0.001304391164201595,0.01915250175508852,0.46030462095504027,0.14726608816551556,0.19246585432718652,0.13496443947745576,0.06499899707480186
0.0013077638309265394,0.01971225671329752,0.1516196761846262,0.3879608625438633,0.10886567748873861,0.22673015720326525,0.12482362657950673
0.0010190665018148589,0.017451104799283045,0.044589389839193534,0.32209964393062057,0.40884856056985036,0.07098387325400723,0.15347853240632822
0.0011415964356367076,0.019267514619434375,0.09459534465847094,0.03216458607099001,0.7858286442403685,0.03549114620205952,0.051920278828110976
0.001112044295863949,0.017340574696333984,0.3337939664650157,0.08315399012881813,0.2680566988495128,0.052463640096611065,0.26253170446004237
0.0017973374210527473,0.024004462360837225,0.07976887612378933,0.04737979064842895,0.4689832997663706,0.3699867686121472,0.033881264849263903
0.0012209129684138055,0.01812778458647249,0.09935887477082317,0.11527086033049948,0.4964407230328334,0.1153555859938908,0.17357395587195315
0.0020010290585114818,0.02661572956703381,0.0811161840371898,0.00032821060407827894,0.4570200571686315,0.45598490648949097,0.005550641700609309
0.002415887072775552,0.03277875974862727,0.06865754995072751,0.10651171371248425,0.10177535927628245,0.6989300629948744,0.024125314065631405
0.000862703097552539,0.017085166450180978,0.09192023713637622,0.3542155439808967,0.31139183766227685,0.00948279399991467,0.23298958722053556
0.001172705472152627,0.018672483288644574,0.06869246678721475,0.34003862342949587,0.13516173008478352,0.1707004961181297,0.2854066835803761
0.0009754449573649099,0.018301574424706916,0.6224183057034789,0.331683765030807,0.013426523522398866,0.007181057026445518,0.025290348716869797
0.0014441915045740946,0.02106410744090299,0.06247928036790074,0.37427581557546313,0.10591032886728743,0.3004877834040422,0.1568467917853064
0.0025467189449230967,0.03465288262136261,0.01859738291023083,0.07859225622772127,0.04833490936552524,0.7681624188829139,0.08631303261360877
0.0011419415445444402,0.018613365023408095,0.31412414804093225,0.017201589853981493,0.5556471694767433,0.02603932670842022,0.0869877659199226
0.0013111917000441602,0.019494000120376814,0.4944388344037578,0.026936100729899413,0.3157568897101291,0.1024401395394412,0.06042803561677253
0.0013213941178631297,0.020499005007544795,0.017467851354679965,0.4510549068577049,0.10034673282507857,0.2634306930789644,0.16769981588357205
0.0007634515977125808,0.01916094832701948,0.1543763726577094,0.7177470327458761,0.023959917851539198,0.0357834109305121,0.06813326581436303
0.0012005987229466517,0.018947120708645494,0.07442590152283893,0.3729445143626193,0.1261273547846895,0.1874546186831097,0.23904761064674254
0.0011099786194003728,0.018399396537739886,0.3340413789401058,0.3676878198542393,0.20183808501412023,0.09549279168045835,0.0009399245110760151
0.0012226932946470832,0.019210112671799263,0.12730609535669296,0.4052736673545377,0.28547428711573725,0.17372173196410023,0.008224218208931893
0.002028576952138557,0.026488672043613586,0.36478229928739947,0.01067903512610937,0.02529692480671032,0.47574147938995515,0.12350026138982557
0.0012567277373806852,0.018474346627328032,0.15300269610761097,0.1404819413718644,0.15724142625724885,0.16662032135525234,0.3826536149080234
0.0011424143554695965,0.018287689627789826,0.028682748649520848,0.330874170236813,0.22682124179338276,0.1514784160828874,0.26214342323739603
0.0020629211769685814,0.027176353499102992,0.004405407157054616,0.07065559874387672,0.15316585967147603,0.5413352476697733,0.23043788675781945
0.0012188055573193464,0.018681135840798675,0.579485486346355,0.12670226903512963,0.09610993057176301,0.08661166597618006,0.11109064807057221
0.002138042441244719,0.028772088052625454,0.0329750922659826,0.1610327757631558,0.12430949048024574,0.5851077755750494,0.09657486591556669
0.0013588768306171226,0.019550053258910724,0.21828190112156162,0.2815209548745998,0.107303988506926,0.22546659444712283,0.16742656104978962
0.001602427337550122,0.021285213302612,0.12594178673091488,0.037790958157693406,0.41697025545016736,0.28075915167168064,0.13853784798954363
0.0012279448006296424,0.018845314036310973,0.14038402011155385,0.15280447378120499,0.08131224779656591,0.16651679873294697,0.4589824595777283
0.0020719615601540622,0.027222385114640008,0.1400531973903155,0.05521766010772559,0.017687004447133038,0.5378315933094896,0.24921054474533647
0.0009093647039953582,0.017439864395128506,0.41334021048977415,0.3398808654279403,0.017915065061303068,0.01193152224980477,0.21693233677117751
0.001008419508076736,0.017362887323309234,0.46776420200470453,0.19955244607400865,0.14488368046149203,0.014258950141066035,0.17354072131872877
0.0014659853728598452,0.019917343619455238,0.05593417458573206,0.1267399401563395,0.30821094199714993,0.255593650281059,0.2535212929797194
0.001196450738350468,0.01849785128335304,0.262572621120503,0.3195716870430184,0.21466392367245138,0.1378934262971718,0.06529834186685532
0.002022109121658686,0.0270112666969771,0.004367352819795168,0.11763088003524502,0.3218899174839054,0.5088344571010787,0.047277392559975755
0.0015702914161339146,0.021714594790309488,0.1261421084453971,0.06155562863097918,0.0015949370856993327,0.31933675439105064,0.49137057144687374
0.0018258782992469792,0.023914650805515345,0.2797774191926293,0.054326562757697934,0.17337128102823726,0.3868774799077868,0.10564725711364858
0.002480709904597181,0.03320904183362263,0.030485525853896227,0.011170132979551986,0.021383728855320073,0.7315435071138118,0.20541710519741996
0.0011696759807268112,0.01825299812493855,0.49080688682748735,0.1651427349917054,0.17144839241007334,0.07482934822834361,0.09777263754239023
0.0015197372755521483,0.020557870145309607,0.36286177723844953,0.12462265878289738,0.09624427521079203,0.2552879614735764,0.16098332729428477
